Players,Teams,Goals scored,Total shots,Shots on Target,Assists,Interceptions,Crosses,Fouls committed,Offsides,Time Played
"Subašić
 (GK)",Monaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Fabinho,Monaco,0.0,0.14285714285714285,0.0,0.6666666666666666,0.2,0.04,0.42857142857142855,0.0,0.782608695652174
Falcao,Monaco,0.5,0.3571428571428571,1.0,0.0,0.1,0.0,0.14285714285714285,0.14285714285714285,0.782608695652174
Bernardo Silva,Monaco,0.0,0.0,0.0,0.0,0.2,0.04,0.2857142857142857,0.14285714285714285,0.7304347826086957
Bakayoko,Monaco,0.0,0.0,0.0,0.0,0.1,0.04,0.2857142857142857,0.0,0.7652173913043478
Sidibé,Monaco,0.0,0.07142857142857142,0.0,0.0,0.2,0.2,0.7142857142857142,0.14285714285714285,0.782608695652174
B. Mendy,Monaco,0.0,0.07142857142857142,0.25,0.0,0.0,0.16,0.0,0.0,0.782608695652174
Raggi,Monaco,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.782608695652174
Glik,Monaco,0.0,0.07142857142857142,0.0,0.0,0.2,0.0,0.14285714285714285,0.0,0.782608695652174
Lemar,Monaco,0.0,0.14285714285714285,0.0,0.3333333333333333,0.1,0.24,0.14285714285714285,0.0,0.782608695652174
Mbappé,Monaco,0.25,0.21428571428571427,0.25,0.0,0.0,0.04,0.0,0.2857142857142857,0.6869565217391305
Dirar,Monaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
João Moutinho,Monaco,0.0,0.0,0.0,0.0,0.1,0.04,0.0,0.0,0.782608695652174
Carrillo,Monaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
"De Sanctis
 (GK)",Monaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germain,Monaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09565217391304348
Diallo,Monaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Touré,Man. City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leonardo Jardim,Monaco(COACH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Neuer
 (GK)",Bayern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Hummels,Bayern,0.0,0.07142857142857142,0.0,0.0,0.2,0.0,0.14285714285714285,0.0,0.782608695652174
Thiago Alcántara,Bayern,0.5,0.14285714285714285,0.5,0.3333333333333333,0.0,0.04,0.2857142857142857,0.0,0.782608695652174
Javi Martínez,Bayern,0.0,0.14285714285714285,0.25,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Lewandowski,Bayern,0.25,0.3571428571428571,0.25,0.3333333333333333,0.0,0.04,0.2857142857142857,0.42857142857142855,0.7478260869565218
Robben,Bayern,0.25,0.42857142857142855,1.0,0.0,0.0,0.16,0.0,0.0,0.7652173913043478
Douglas Costa,Bayern,0.0,0.14285714285714285,0.25,0.3333333333333333,0.1,0.2,0.14285714285714285,0.0,0.7304347826086957
Xabi Alonso,Bayern,0.0,0.0,0.0,0.0,0.1,0.0,0.2857142857142857,0.0,0.782608695652174
Lahm,Bayern,0.0,0.0,0.0,0.3333333333333333,0.0,0.16,0.14285714285714285,0.0,0.782608695652174
Vidal,Bayern,0.0,0.2857142857142857,0.5,0.0,0.1,0.0,0.2857142857142857,0.0,0.782608695652174
Alaba,Bayern,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.782608695652174
"Ulreich
 (GK)",Bayern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafinha,Bayern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017391304347826087
Bernat,Bayern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Müller,Bayern,0.25,0.07142857142857142,0.25,0.0,0.0,0.0,0.0,0.0,0.034782608695652174
Coman,Bayern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kimmich,Bayern,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.052173913043478265
Renato Sanches,Bayern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlo Ancelotti,Bayern(COACH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ospina
 (GK)",Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Gibbs,Arsenal,0.0,0.0,0.0,0.0,0.1,0.0,0.14285714285714285,0.0,0.782608695652174
Koscielny,Arsenal,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.4260869565217391
Alexis Sánchez,Arsenal,0.25,0.14285714285714285,0.5,0.0,0.1,0.08,0.42857142857142855,0.14285714285714285,0.782608695652174
Özil,Arsenal,0.0,0.14285714285714285,0.5,0.0,0.0,0.08,0.0,0.0,0.782608695652174
Oxlade-Chamberlain,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.782608695652174
Iwobi,Arsenal,0.0,0.07142857142857142,0.0,0.0,0.1,0.0,0.14285714285714285,0.0,0.5739130434782609
Mustafi,Arsenal,0.0,0.0,0.0,0.0,0.2,0.0,0.14285714285714285,0.0,0.782608695652174
Bellerín,Arsenal,0.0,0.0,0.0,0.0,0.2,0.04,0.0,0.0,0.782608695652174
Xhaka,Arsenal,0.0,0.07142857142857142,0.25,0.0,0.1,0.0,0.2857142857142857,0.14285714285714285,0.782608695652174
Coquelin,Arsenal,0.0,0.0,0.0,0.0,0.1,0.0,0.2857142857142857,0.0,0.6695652173913044
Gabriel,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Giroud,Arsenal,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Walcott,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Monreal,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Welbeck,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
"Čech
 (GK)",Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elneny,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arsène Wenger,Arsenal(COACH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Navas
 (GK)",Real Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Carvajal,Real Madrid,0.0,0.0,0.0,0.3333333333333333,0.2,0.12,0.0,0.0,0.782608695652174
Ramos,Real Madrid,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.6173913043478261
Varane,Real Madrid,0.0,0.07142857142857142,0.0,0.0,0.2,0.0,0.0,0.0,0.782608695652174
Ronaldo,Real Madrid,0.0,0.21428571428571427,0.0,0.3333333333333333,0.1,0.12,0.0,0.42857142857142855,0.782608695652174
Kroos,Real Madrid,0.25,0.07142857142857142,0.25,0.0,0.30000000000000004,0.12,0.0,0.0,0.782608695652174
Benzema,Real Madrid,0.25,0.3571428571428571,0.75,0.0,0.0,0.04,0.14285714285714285,0.14285714285714285,0.7043478260869566
James Rodríguez,Real Madrid,0.0,0.07142857142857142,0.25,0.0,0.2,0.24,0.2857142857142857,0.2857142857142857,0.6608695652173913
Marcelo,Real Madrid,0.0,0.21428571428571427,0.0,0.0,0.1,0.08,0.2857142857142857,0.14285714285714285,0.782608695652174
Casemiro,Real Madrid,0.25,0.14285714285714285,0.25,0.0,0.7000000000000001,0.0,0.2857142857142857,0.0,0.782608695652174
Modrić,Real Madrid,0.0,0.21428571428571427,0.0,0.0,0.30000000000000004,0.04,0.14285714285714285,0.0,0.782608695652174
"Casilla
 (GK)",Real Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pepe,Real Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16521739130434782
Nacho,Real Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kovačić,Real Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Vázquez,Real Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12173913043478261
Morata,Real Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0782608695652174
Isco,Real Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zinédine Zidane,Real Madrid(COACH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Reina
 (GK)",Napoli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Hysaj,Napoli,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.782608695652174
Callejón,Napoli,0.0,0.07142857142857142,0.0,0.0,0.0,0.08,0.14285714285714285,0.14285714285714285,0.782608695652174
Mertens,Napoli,0.0,0.21428571428571427,0.25,0.0,0.0,0.04,0.42857142857142855,0.0,0.782608695652174
Hamšík,Napoli,0.0,0.07142857142857142,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.7217391304347827
Zieliński,Napoli,0.0,0.0,0.0,0.0,0.1,0.0,0.14285714285714285,0.0,0.6521739130434783
Insigne,Napoli,0.25,0.14285714285714285,0.25,0.0,0.2,0.08,0.14285714285714285,0.0,0.782608695652174
Koulibaly,Napoli,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.2857142857142857,0.0,0.782608695652174
Ghoulam,Napoli,0.0,0.07142857142857142,0.0,0.0,0.0,0.2,0.14285714285714285,0.0,0.782608695652174
Albiol,Napoli,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.782608695652174
Diawara,Napoli,0.0,0.0,0.0,0.0,0.1,0.0,0.14285714285714285,0.0,0.782608695652174
"Rafael Cabral
 (GK)",Napoli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giaccherini,Napoli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allan,Napoli,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.13043478260869565
Jorginho,Napoli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maggio,Napoli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maksimović,Napoli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milik,Napoli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06086956521739131
Maurizio Sarri,Napoli(COACH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ederson
 (GK)",Benfica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Luisão,Benfica,0.0,0.07142857142857142,0.0,0.3333333333333333,0.4,0.0,0.0,0.0,0.782608695652174
Fejsa,Benfica,0.0,0.0,0.0,0.0,0.1,0.0,0.5714285714285714,0.0,0.782608695652174
Mitroglou,Benfica,0.25,0.07142857142857142,0.25,0.0,0.0,0.0,0.14285714285714285,0.0,0.6521739130434783
Lindelöf,Benfica,0.0,0.0,0.0,0.0,0.4,0.0,0.14285714285714285,0.0,0.782608695652174
Carrillo,Benfica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Salvio,Benfica,0.0,0.07142857142857142,0.0,0.0,0.0,0.12,0.42857142857142855,0.2857142857142857,0.782608695652174
Eliseu,Benfica,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.782608695652174
Pizzi,Benfica,0.0,0.0,0.0,0.0,0.30000000000000004,0.16,0.14285714285714285,0.0,0.782608695652174
Rafa Silva,Benfica,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.5826086956521739
Semedo,Benfica,0.0,0.0,0.0,0.0,0.2,0.04,0.14285714285714285,0.0,0.782608695652174
"Júlio César
 (GK)",Benfica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Filipe Augusto,Benfica,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.3826086956521739
Samaris,Benfica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jiménez,Benfica,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.13043478260869565
Cervi,Benfica,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2
Jardel,Benfica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
André Almeida,Benfica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rui Vitória,Benfica(COACH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bürki
 (GK)",Dortmund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Bartra,Dortmund,0.0,0.07142857142857142,0.0,0.0,0.30000000000000004,0.04,0.42857142857142855,0.0,0.782608695652174
Dembélé,Dortmund,0.0,0.21428571428571427,0.25,0.0,0.0,0.24,0.14285714285714285,0.14285714285714285,0.782608695652174
Reus,Dortmund,0.0,0.14285714285714285,0.25,0.0,0.1,0.08,0.0,0.2857142857142857,0.7130434782608696
Guerreiro,Dortmund,0.0,0.0,0.0,0.0,0.2,0.16,0.14285714285714285,0.14285714285714285,0.7130434782608696
Aubameyang,Dortmund,0.0,0.21428571428571427,0.25,0.0,0.0,0.0,0.0,0.42857142857142855,0.5391304347826087
Papastathopoulos,Dortmund,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.782608695652174
Piszczek,Dortmund,0.0,0.14285714285714285,0.25,0.0,0.30000000000000004,0.0,0.0,0.0,0.782608695652174
Schmelzer,Dortmund,0.0,0.07142857142857142,0.0,0.0,0.30000000000000004,0.12,0.2857142857142857,0.0,0.782608695652174
Weigl,Dortmund,0.0,0.0,0.0,0.0,0.1,0.0,0.14285714285714285,0.0,0.782608695652174
Durm,Dortmund,0.0,0.0,0.0,0.0,0.1,0.0,0.14285714285714285,0.14285714285714285,0.782608695652174
"Weidenfeller
 (GK)",Dortmund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Schürrle,Dortmund,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.24347826086956523
Pulišić,Dortmund,0.0,0.14285714285714285,0.25,0.0,0.0,0.04,0.14285714285714285,0.0,0.06956521739130435
Kagawa,Dortmund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Castro,Dortmund,0.0,0.0,0.0,0.0,0.1,0.08,0.0,0.0,0.06956521739130435
Ginter,Dortmund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Passlack,Dortmund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Tuchel,Dortmund(COACH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Trapp
 (GK)",Paris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Kimpembe,Paris,0.0,0.07142857142857142,0.25,0.0,0.0,0.04,0.14285714285714285,0.0,0.782608695652174
Marquinhos,Paris,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.782608695652174
Verratti,Paris,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.2857142857142857,0.0,0.6
Cavani,Paris,0.25,0.3571428571428571,0.5,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Di María,Paris,0.5,0.21428571428571427,0.5,0.0,0.1,0.16,0.14285714285714285,0.0,0.5304347826086957
Meunier,Paris,0.0,0.0,0.0,0.3333333333333333,0.1,0.08,0.2857142857142857,0.0,0.782608695652174
Matuidi,Paris,0.0,0.07142857142857142,0.25,0.0,0.30000000000000004,0.04,0.14285714285714285,0.0,0.782608695652174
Kurzawa,Paris,0.0,0.0,0.0,0.3333333333333333,0.4,0.16,0.0,0.0,0.782608695652174
Draxler,Paris,0.25,0.21428571428571427,0.5,0.0,0.4,0.0,0.14285714285714285,0.0,0.7478260869565218
Rabiot,Paris,0.0,0.07142857142857142,0.25,0.0,0.4,0.08,0.42857142857142855,0.0,0.782608695652174
"Areola
 (GK)",Paris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moura,Paris,0.0,0.14285714285714285,0.25,0.0,0.0,0.0,0.14285714285714285,0.0,0.25217391304347825
Pastore,Paris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034782608695652174
Maxwell,Paris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurier,Paris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Arfa,Paris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nkunku,Paris,0.0,0.0,0.0,0.0,0.1,0.0,0.14285714285714285,0.0,0.1826086956521739
Unai Emery,Paris(COACH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ter Stegen
 (GK)",Barcelona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Piqué,Barcelona,0.0,0.0,0.0,0.0,0.2,0.0,0.14285714285714285,0.0,0.782608695652174
Sergio Busquets,Barcelona,0.0,0.0,0.0,0.0,0.2,0.0,0.42857142857142855,0.0,0.782608695652174
Iniesta,Barcelona,0.0,0.0,0.0,0.0,0.2,0.04,0.0,0.0,0.6260869565217392
Luis Suárez,Barcelona,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.782608695652174
Messi,Barcelona,0.0,0.07142857142857142,0.0,0.0,0.0,0.08,0.0,0.0,0.782608695652174
Neymar,Barcelona,0.0,0.14285714285714285,0.0,0.0,0.0,0.28,0.0,0.14285714285714285,0.782608695652174
Jordi Alba,Barcelona,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.782608695652174
Sergi Roberto,Barcelona,0.0,0.07142857142857142,0.0,0.0,0.1,0.04,0.0,0.0,0.782608695652174
André Gomes,Barcelona,0.0,0.07142857142857142,0.25,0.0,0.1,0.0,0.14285714285714285,0.0,0.5043478260869565
Umtiti,Barcelona,0.0,0.07142857142857142,0.0,0.0,0.1,0.04,0.14285714285714285,0.0,0.782608695652174
"Cillessen
 (GK)",Barcelona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rakitić,Barcelona,0.0,0.07142857142857142,0.0,0.0,0.0,0.04,0.2857142857142857,0.0,0.1565217391304348
Denis Suárez,Barcelona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafinha,Barcelona,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.2782608695652174
Alcácer,Barcelona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Digne,Barcelona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathieu,Barcelona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Enrique,Barcelona(COACH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Navas
 (GK)",Real Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Carvajal,Real Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32173913043478264
Ramos,Real Madrid,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.782608695652174
Varane,Real Madrid,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.782608695652174
Ronaldo,Real Madrid,0.0,0.21428571428571427,0.25,0.0,0.0,0.0,0.0,0.14285714285714285,0.782608695652174
Kroos,Real Madrid,0.0,0.0,0.0,0.0,0.1,0.12,0.14285714285714285,0.14285714285714285,0.782608695652174
Benzema,Real Madrid,0.25,0.2857142857142857,0.5,0.0,0.0,0.04,0.0,0.2857142857142857,0.7739130434782608
Modrić,Real Madrid,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.782608695652174
Marcelo,Real Madrid,0.0,0.07142857142857142,0.0,0.6666666666666666,0.30000000000000004,0.12,0.2857142857142857,0.0,0.782608695652174
Casemiro,Real Madrid,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.782608695652174
Isco,Real Madrid,0.0,0.14285714285714285,0.25,0.0,0.1,0.08,0.0,0.2857142857142857,0.5304347826086957
"Casilla
 (GK)",Real Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nacho,Real Madrid,0.0,0.07142857142857142,0.0,0.0,0.1,0.04,0.14285714285714285,0.0,0.4608695652173913
Bale,Real Madrid,0.5,0.14285714285714285,0.5,0.0,0.0,0.0,0.0,0.14285714285714285,0.25217391304347825
Theo Hernández,Real Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Vázquez,Real Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asensio,Real Madrid,0.0,0.0,0.0,0.0,0.0,0.04,0.14285714285714285,0.0,0.008695652173913044
Kovačić,Real Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zinédine Zidane,Real Madrid(COACH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Karius
 (GK)",Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Van Dijk,Liverpool,0.0,0.07142857142857142,0.0,0.0,0.1,0.0,0.14285714285714285,0.0,0.782608695652174
Wijnaldum,Liverpool,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.782608695652174
Lovren,Liverpool,0.0,0.07142857142857142,0.0,0.3333333333333333,0.1,0.0,0.14285714285714285,0.0,0.782608695652174
Milner,Liverpool,0.0,0.07142857142857142,0.0,0.0,0.0,0.32,0.2857142857142857,0.0,0.7217391304347827
Firmino,Liverpool,0.0,0.21428571428571427,0.25,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.782608695652174
Salah,Liverpool,0.0,0.14285714285714285,0.0,0.0,0.0,0.04,0.14285714285714285,0.0,0.26956521739130435
Henderson,Liverpool,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.782608695652174
Mané,Liverpool,0.25,0.21428571428571427,0.25,0.0,0.0,0.08,0.7142857142857142,0.0,0.782608695652174
Robertson,Liverpool,0.0,0.0,0.0,0.0,0.2,0.08,0.14285714285714285,0.0,0.782608695652174
Alexander-Arnold,Liverpool,0.0,0.07142857142857142,0.25,0.0,0.1,0.2,0.2857142857142857,0.0,0.782608695652174
"Mignolet
 (GK)",Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clyne,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Klavan,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moreno,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lallana,Liverpool,0.0,0.07142857142857142,0.0,0.0,0.1,0.0,0.14285714285714285,0.2857142857142857,0.5130434782608696
Emre Can,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06086956521739131
Solanke,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jürgen Klopp,Liverpool(COACH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Alisson Becker
 (GK)",Roma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Nainggolan,Roma,0.5,0.21428571428571427,0.5,0.0,0.0,0.2,0.42857142857142855,0.0,0.782608695652174
Lorenzo Pellegrini,Roma,0.0,0.07142857142857142,0.0,0.0,0.1,0.16,0.14285714285714285,0.0,0.4608695652173913
Džeko,Roma,0.25,0.6428571428571428,0.5,0.0,0.0,0.08,0.14285714285714285,0.14285714285714285,0.782608695652174
Kolarov,Roma,0.0,0.0,0.0,0.3333333333333333,0.0,0.56,0.2857142857142857,0.0,0.782608695652174
Schick,Roma,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.782608695652174
De Rossi,Roma,0.0,0.07142857142857142,0.0,0.0,0.1,0.0,0.14285714285714285,0.0,0.6
Fazio,Roma,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.14285714285714285,0.782608695652174
Florenzi,Roma,0.0,0.14285714285714285,0.0,0.0,0.0,0.2,0.14285714285714285,0.0,0.782608695652174
Manolas,Roma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
El Shaarawy,Roma,0.0,0.21428571428571427,0.25,0.3333333333333333,0.0,0.08,0.0,0.0,0.6521739130434783
"Skorupski
 (GK)",Roma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Jesus,Roma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cengiz Ünder,Roma,0.0,0.21428571428571427,0.25,0.0,0.0,0.04,0.0,0.0,0.32173913043478264
Gonalons,Roma,0.0,0.07142857142857142,0.0,0.0,0.1,0.0,0.0,0.0,0.1826086956521739
Bruno Peres,Roma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerson,Roma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonucci,Roma,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.13043478260869565
Eusebio Di Francesco,Roma(COACH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Karius
 (GK)",Liverpool,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.782608695652174
Van Dijk,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.782608695652174
Wijnaldum,Liverpool,0.25,0.07142857142857142,0.25,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Lovren,Liverpool,0.0,0.0,0.0,0.0,0.2,0.0,0.2857142857142857,0.0,0.782608695652174
Milner,Liverpool,0.0,0.0,0.0,0.0,0.2,0.08,0.42857142857142855,0.0,0.782608695652174
Firmino,Liverpool,0.0,0.2857142857142857,0.25,0.3333333333333333,0.0,0.0,0.14285714285714285,0.0,0.7565217391304347
Salah,Liverpool,0.0,0.21428571428571427,0.25,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.782608695652174
Henderson,Liverpool,0.0,0.0,0.0,0.0,0.2,0.0,0.14285714285714285,0.0,0.782608695652174
Mané,Liverpool,0.25,0.21428571428571427,0.5,0.0,0.2,0.0,0.14285714285714285,0.2857142857142857,0.7217391304347827
Robertson,Liverpool,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.782608695652174
Alexander-Arnold,Liverpool,0.0,0.0,0.0,0.0,0.2,0.12,0.14285714285714285,0.0,0.782608695652174
"Mignolet
 (GK)",Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clyne,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Klavan,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.06086956521739131
Moreno,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ings,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solanke,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.026086956521739132
